chunk_id,chunk_type,source_id,category,culture_region,norm_type,scenario_pattern,condition_family,norm_statement,orientation,latent_variables,acceptable_if,not_acceptable_if,context_dependent_if,cultures_compared,source_ids,retrieval_text
CONTRAST_015,contrastive_scenario_pattern,,,,,workplace situation involving direct feedback,,,,,,,,Germany; Thailand,SAC029; SAC030,"Contrastive scenario pattern: workplace situation involving direct feedback. Use this chunk when the same behavior may be judged differently across cultures. Germany / Direct Feedback: Directness may be acceptable, but professional respect and specificity are still expected. Acceptable if: direct wording is expected and remains constructive rather than insulting; the behavior respects or accommodates Germany expectations around directness, punctuality, rule consistency, privacy, and clear agreements; directness is constructive, specific, and expected in that setting; the relationship can support frank feedback. Not acceptable if: the behavior conflicts with Germany expectations around directness, punctuality, rule consistency, privacy, and clear agreements; directness becomes insulting, humiliating, or careless; the listener loses face or is criticized publicly. Context-dependent if: tone is unknown; the relationship is unknown; the feedback purpose is unclear; whether there is an explicit rule. Thailand / Face Saving: Feedback is often expected to be softened to avoid embarrassment. Acceptable if: the behavior respects or accommodates Thailand expectations around face-saving, indirectness, calm interaction, and avoiding public embarrassment; criticism is private, indirect, and gives the person a way to save face; the issue is serious enough to require correction; the issue is handled privately or indirectly enough to preserve dignity. Not acceptable if: the action creates avoidable embarrassment or disrupts harmony; the behavior conflicts with Thailand expectations around face-saving, indirectness, calm interaction, and avoiding public embarrassment; the person is embarrassed in public; criticism is blunt or shaming. Context-dependent if: tone is unclear; the audience is unclear; the seriousness of the issue is unclear; whether criticism is public."
CONTRAST_016,contrastive_scenario_pattern,,,,,workplace situation involving boundary,,,,,,,,France; Japan,SAC031; SAC032,"Contrastive scenario pattern: workplace situation involving boundary. Use this chunk when the same behavior may be judged differently across cultures. France / Boundary: Delayed replies to non-urgent messages can be acceptable, especially outside work hours. Acceptable if: the actor sets a boundary without insulting or abandoning the other person; the behavior respects or accommodates France expectations around personal boundaries, hosting customs, privacy, and respect for social form; the person has clearly consented; the topic is raised privately. Not acceptable if: the behavior conflicts with France expectations around personal boundaries, hosting customs, privacy, and respect for social form; private information is exposed publicly; the target has not consented; the setting is professional or with strangers. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether the host invited informality. Japan / Responsiveness: Promptness is valued, but expectations depend on urgency and workplace policy. Acceptable if: the behavior respects or accommodates Japan expectations around hierarchy, role formality, group harmony, indirectness, and reliability; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested. Not acceptable if: the behavior conflicts with Japan expectations around hierarchy, role formality, group harmony, indirectness, and reliability; private information is exposed publicly; the target has not consented; the setting is professional or with strangers. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether informality was explicitly invited."
CONTRAST_017,contrastive_scenario_pattern,,,,,workplace situation involving accountability,,,,,,,,US; China,SAC033; SAC034,"Contrastive scenario pattern: workplace situation involving accountability. Use this chunk when the same behavior may be judged differently across cultures. US / Accountability: Reporting may be acceptable for serious issues, but minor mistakes are often handled directly first. Acceptable if: the behavior respects or accommodates US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested. Not acceptable if: the behavior conflicts with US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; private information is exposed publicly; the target has not consented; the setting is professional or with strangers. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether consent was given. China / Group Harmony: Bypassing the coworker may be seen as damaging harmony and trust unless the issue is serious. Acceptable if: the behavior respects or accommodates China expectations around family involvement, role obligations, hierarchy, reciprocity, and preserving face; criticism is private, indirect, and gives the person a way to save face; the issue is serious enough to require correction; the issue is handled privately or indirectly enough to preserve dignity. Not acceptable if: the action creates avoidable embarrassment or disrupts harmony; the behavior conflicts with China expectations around family involvement, role obligations, hierarchy, reciprocity, and preserving face; the person is embarrassed in public; criticism is blunt or shaming. Context-dependent if: tone is unclear; the audience is unclear; the seriousness of the issue is unclear; age and role of each person."
CONTRAST_018,contrastive_scenario_pattern,,,,,workplace situation involving expressive discussion,,,,,,,,Italy; Japan,SAC035; SAC036,"Contrastive scenario pattern: workplace situation involving expressive discussion. Use this chunk when the same behavior may be judged differently across cultures. Italy / Expressive Discussion: Conversational overlap can occur, but repeated interruption may still be disrespectful. Acceptable if: the behavior respects or accommodates Italy expectations around family connection, expressive discussion, social warmth, and workplace or family presence; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested. Not acceptable if: the behavior conflicts with Italy expectations around family connection, expressive discussion, social warmth, and workplace or family presence; private information is exposed publicly; the target has not consented; the setting is professional or with strangers. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether absence is explained. Japan / Turn Taking: Interrupting can signal disrespect and disrupt orderly discussion. Acceptable if: the behavior respects or accommodates Japan expectations around hierarchy, role formality, group harmony, indirectness, and reliability; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested. Not acceptable if: the behavior conflicts with Japan expectations around hierarchy, role formality, group harmony, indirectness, and reliability; private information is exposed publicly; the target has not consented; the setting is professional or with strangers. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether informality was explicitly invited."
CONTRAST_019,contrastive_scenario_pattern,,,,,communication situation involving directness or feedback,,,,,,,,US; Japan,SAC037; SAC038,"Contrastive scenario pattern: communication situation involving directness or feedback. Use this chunk when the same behavior may be judged differently across cultures. US / Constructive Feedback: Feedback is acceptable when invited, but harsh wording may hurt the relationship. Acceptable if: the behavior respects or accommodates US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; directness is constructive, specific, and expected in that setting; the relationship can support frank feedback. Not acceptable if: the behavior conflicts with US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; directness becomes insulting, humiliating, or careless; the listener loses face or is criticized publicly. Context-dependent if: tone is unknown; the relationship is unknown; the feedback purpose is unclear; whether consent was given. Japan / Indirect Feedback: Indirect phrasing is often preferred to preserve the friend’s dignity. Acceptable if: direct wording is expected and remains constructive rather than insulting; the behavior respects or accommodates Japan expectations around hierarchy, role formality, group harmony, indirectness, and reliability; directness is constructive, specific, and expected in that setting; the relationship can support frank feedback. Not acceptable if: the behavior conflicts with Japan expectations around hierarchy, role formality, group harmony, indirectness, and reliability; directness becomes insulting, humiliating, or careless; the listener loses face or is criticized publicly. Context-dependent if: tone is unknown; the relationship is unknown; the feedback purpose is unclear; whether informality was explicitly invited."
CONTRAST_020,contrastive_scenario_pattern,,,,,communication situation involving hierarchy or respect,,,,,,,,US; Brazil,SAC039; SAC040,"Contrastive scenario pattern: communication situation involving hierarchy or respect. Use this chunk when the same behavior may be judged differently across cultures. US / Conversational Respect: Abruptly ending a call is usually considered disrespectful unless there is a safety concern. Acceptable if: the behavior respects or accommodates US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; informality or disagreement is explicitly invited; the setting is egalitarian or informal; the challenge is constructive and respectfully phrased. Not acceptable if: the behavior conflicts with US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; the action publicly undermines a superior or elder; formal titles or deference are expected; the actor ignores role/status differences. Context-dependent if: organizational culture is unknown; relative age/status is unknown; whether informality was invited is unknown; whether consent was given. Brazil / Expressive Conflict: Emotional expression may be more tolerated, but abruptly ending communication can still damage trust. Acceptable if: the behavior respects or accommodates Brazil expectations around relational warmth, trust, expressiveness, flexible time, and closeness; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested. Not acceptable if: the behavior conflicts with Brazil expectations around relational warmth, trust, expressiveness, flexible time, and closeness; private information is exposed publicly; the target has not consented; the setting is professional or with strangers. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether closeness has been established."
CONTRAST_021,contrastive_scenario_pattern,,,,,communication situation involving confidence,,,,,,,,US; Japan,SAC041; SAC042,"Contrastive scenario pattern: communication situation involving confidence. Use this chunk when the same behavior may be judged differently across cultures. US / Confidence: Eye contact often signals confidence, but neurodiversity, shyness, or respect may affect interpretation. Acceptable if: the behavior respects or accommodates US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested. Not acceptable if: the behavior conflicts with US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; private information is exposed publicly; the target has not consented; the setting is professional or with strangers. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether consent was given. Japan / Respect: Reduced direct eye contact can be interpreted as respectful rather than evasive. Acceptable if: the behavior respects or accommodates Japan expectations around hierarchy, role formality, group harmony, indirectness, and reliability; informality or disagreement is explicitly invited; the setting is egalitarian or informal; the challenge is constructive and respectfully phrased. Not acceptable if: the behavior conflicts with Japan expectations around hierarchy, role formality, group harmony, indirectness, and reliability; the action publicly undermines a superior or elder; formal titles or deference are expected; the actor ignores role/status differences. Context-dependent if: organizational culture is unknown; relative age/status is unknown; whether informality was invited is unknown; whether informality was explicitly invited."
CONTRAST_022,contrastive_scenario_pattern,,,,,communication situation involving hierarchy and politeness,,,,,,,,Korea; US,SAC043; SAC044,"Contrastive scenario pattern: communication situation involving hierarchy and politeness. Use this chunk when the same behavior may be judged differently across cultures. Korea / Hierarchy And Politeness: Formal speech can show respect, especially when relationship closeness is unclear. Acceptable if: the behavior respects or accommodates Korea expectations around age/status hierarchy, politeness, responsiveness, and maintaining respectful relationships; informality or disagreement is explicitly invited; the setting is egalitarian or informal; the challenge is constructive and respectfully phrased. Not acceptable if: the actor ignores expected titles, seniority, or formal role boundaries; the behavior conflicts with Korea expectations around age/status hierarchy, politeness, responsiveness, and maintaining respectful relationships; the action publicly undermines a superior or elder; formal titles or deference are expected. Context-dependent if: organizational culture is unknown; relative age/status is unknown; whether informality was invited is unknown; relative age/status. US / Informality: Formal language is polite but may create distance in casual peer interactions. Acceptable if: informality is normal in this specific setting or has been invited; the behavior respects or accommodates US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; the person has clearly consented; the topic is raised privately. Not acceptable if: the actor ignores expected titles, seniority, or formal role boundaries; the behavior conflicts with US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; private information is exposed publicly; the target has not consented. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether consent was given."
CONTRAST_023,contrastive_scenario_pattern,,,,,communication situation involving emotional expression,,,,,,,,US; Finland,SAC045; SAC046,"Contrastive scenario pattern: communication situation involving emotional expression. Use this chunk when the same behavior may be judged differently across cultures. US / Emotional Expression: Open emotional communication is often valued, but privacy is also respected. Acceptable if: the behavior respects or accommodates US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested. Not acceptable if: the behavior conflicts with US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; private information is exposed publicly; the target has not consented; the setting is professional or with strangers. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether consent was given. Finland / Reserved Communication: Concise communication and emotional privacy are often socially acceptable. Acceptable if: the behavior respects or accommodates Finland expectations around reserved communication, privacy, personal space, and low-pressure interaction; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested. Not acceptable if: the behavior conflicts with Finland expectations around reserved communication, privacy, personal space, and low-pressure interaction; private information is exposed publicly; the target has not consented; the setting is professional or with strangers. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether silence means discomfort."
CONTRAST_024,contrastive_scenario_pattern,,,,,social etiquette situation involving privacy,,,,,,,,US urban; Southern US,SAC047; SAC048,"Contrastive scenario pattern: social etiquette situation involving privacy. Use this chunk when the same behavior may be judged differently across cultures. US urban / Privacy: In many large cities, limited interaction with strangers is normal. Acceptable if: the behavior respects or accommodates US urban expectations around privacy, personal space, and low obligation toward strangers in dense public settings; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested. Not acceptable if: the action exposes or accesses personal information without consent; the behavior conflicts with US urban expectations around privacy, personal space, and low obligation toward strangers in dense public settings; private information is exposed publicly; the target has not consented. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether interaction was invited. Southern US / Friendliness: Greeting strangers can be expected in some communities, but not every setting requires it. Acceptable if: the behavior respects or accommodates Southern US expectations around public friendliness, casual warmth, and politeness toward strangers; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested. Not acceptable if: the behavior conflicts with Southern US expectations around public friendliness, casual warmth, and politeness toward strangers; private information is exposed publicly; the target has not consented; the setting is professional or with strangers. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether friendliness becomes intrusive."
CONTRAST_025,contrastive_scenario_pattern,,,,,social etiquette situation involving privacy,,,,,,,,US; China,SAC049; SAC050,"Contrastive scenario pattern: social etiquette situation involving privacy. Use this chunk when the same behavior may be judged differently across cultures. US / Privacy: Age can be treated as personal information, especially for adults. Acceptable if: the behavior respects or accommodates US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested. Not acceptable if: the action exposes or accesses personal information without consent; the behavior conflicts with US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; private information is exposed publicly; the target has not consented. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether consent was given. China / Social Role: Age may help determine forms of address and seniority, but context and relationship matter. Acceptable if: the behavior respects or accommodates China expectations around family involvement, role obligations, hierarchy, reciprocity, and preserving face; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested. Not acceptable if: the behavior conflicts with China expectations around family involvement, role obligations, hierarchy, reciprocity, and preserving face; private information is exposed publicly; the target has not consented; the setting is professional or with strangers. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; age and role of each person."
CONTRAST_026,contrastive_scenario_pattern,,,,,social etiquette situation involving body privacy,,,,,,,,US; China,SAC051; SAC052,"Contrastive scenario pattern: social etiquette situation involving body privacy. Use this chunk when the same behavior may be judged differently across cultures. US / Body Privacy: Unsolicited body comments are commonly viewed as hurtful or inappropriate. Acceptable if: the behavior respects or accommodates US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested. Not acceptable if: the action exposes or accesses personal information without consent; the behavior conflicts with US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; private information is exposed publicly; the target has not consented. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether consent was given. China / Casual Observation: Such comments may be intended as casual concern, but they can still be hurtful. Acceptable if: the behavior respects or accommodates China expectations around family involvement, role obligations, hierarchy, reciprocity, and preserving face; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested. Not acceptable if: the behavior conflicts with China expectations around family involvement, role obligations, hierarchy, reciprocity, and preserving face; private information is exposed publicly; the target has not consented; the setting is professional or with strangers. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; age and role of each person."
CONTRAST_027,contrastive_scenario_pattern,,,,,social etiquette situation involving fairness and precision,,,,,,,,Germany; China,SAC053; SAC054,"Contrastive scenario pattern: social etiquette situation involving fairness and precision. Use this chunk when the same behavior may be judged differently across cultures. Germany / Fairness And Precision: Exact bill splitting is commonly seen as fair and practical. Acceptable if: the behavior respects or accommodates Germany expectations around directness, punctuality, rule consistency, privacy, and clear agreements; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested. Not acceptable if: the behavior conflicts with Germany expectations around directness, punctuality, rule consistency, privacy, and clear agreements; private information is exposed publicly; the target has not consented; the setting is professional or with strangers. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether there is an explicit rule. China / Host Generosity: The host may be expected to pay, but splitting can be acceptable among peers or younger groups. Acceptable if: the behavior respects or accommodates China expectations around family involvement, role obligations, hierarchy, reciprocity, and preserving face; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested. Not acceptable if: the behavior conflicts with China expectations around family involvement, role obligations, hierarchy, reciprocity, and preserving face; private information is exposed publicly; the target has not consented; the setting is professional or with strangers. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; age and role of each person."
CONTRAST_028,contrastive_scenario_pattern,,,,,arriving late or missing agreed timing,,,,,,,,Germany; Brazil,SAC055; SAC056,"Contrastive scenario pattern: arriving late or missing agreed timing. Use this chunk when the same behavior may be judged differently across cultures. Germany / Punctuality: Punctuality is strongly valued and lateness may be seen as disrespectful. Acceptable if: the behavior respects or accommodates Germany expectations around directness, punctuality, rule consistency, privacy, and clear agreements; lateness is minor, communicated, or culturally tolerated; the event is casual and flexible. Not acceptable if: the behavior conflicts with Germany expectations around directness, punctuality, rule consistency, privacy, and clear agreements; time was explicitly agreed; others are kept waiting in a formal context; reliability is central to the relationship. Context-dependent if: the event formality is unclear; the delay length is unknown; whether notice was given is unknown; whether there is an explicit rule. Brazil / Flexible Time: Some social settings have flexible timing, but lateness is not universally acceptable. Acceptable if: the behavior respects or accommodates Brazil expectations around relational warmth, trust, expressiveness, flexible time, and closeness; lateness is minor, communicated, or culturally tolerated; the event is casual and flexible. Not acceptable if: the behavior conflicts with Brazil expectations around relational warmth, trust, expressiveness, flexible time, and closeness; time was explicitly agreed; others are kept waiting in a formal context; reliability is central to the relationship. Context-dependent if: the event formality is unclear; the delay length is unknown; whether notice was given is unknown; whether closeness has been established."
CONTRAST_029,contrastive_scenario_pattern,,,,,social etiquette situation involving attention,,,,,,,,US; China,SAC057; SAC058,"Contrastive scenario pattern: social etiquette situation involving attention. Use this chunk when the same behavior may be judged differently across cultures. US / Attention: Giving attention during conversation signals respect. Acceptable if: the behavior respects or accommodates US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested. Not acceptable if: the behavior conflicts with US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; private information is exposed publicly; the target has not consented; the setting is professional or with strangers. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether consent was given. China / Mobile Social: Phone use is common in many settings, but acceptability depends on relationship, age, and context. Acceptable if: the behavior respects or accommodates China expectations around family involvement, role obligations, hierarchy, reciprocity, and preserving face; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested. Not acceptable if: the behavior conflicts with China expectations around family involvement, role obligations, hierarchy, reciprocity, and preserving face; private information is exposed publicly; the target has not consented; the setting is professional or with strangers. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; age and role of each person."
CONTRAST_030,contrastive_scenario_pattern,,,,,social etiquette situation involving reciprocity boundary,,,,,,,,US; Germany,SAC059; SAC060,"Contrastive scenario pattern: social etiquette situation involving reciprocity boundary. Use this chunk when the same behavior may be judged differently across cultures. US / Reciprocity Boundary: Expensive gifts may feel generous or uncomfortable depending on relationship closeness. Acceptable if: the actor sets a boundary without insulting or abandoning the other person; the behavior respects or accommodates US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; resources are limited or expectations were not established; the actor communicates constraints. Not acceptable if: the behavior conflicts with US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; the actor exploits generosity; the actor ignores a clear obligation; the relationship depends on mutual support. Context-dependent if: prior favors are unknown; resources are unknown; relationship closeness is unclear; whether consent was given. Germany / Modesty: Very expensive gifts may be seen as excessive or creating unwanted obligation. Acceptable if: the behavior respects or accommodates Germany expectations around directness, punctuality, rule consistency, privacy, and clear agreements; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested. Not acceptable if: the behavior conflicts with Germany expectations around directness, punctuality, rule consistency, privacy, and clear agreements; private information is exposed publicly; the target has not consented; the setting is professional or with strangers. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether there is an explicit rule."
CONTRAST_031,contrastive_scenario_pattern,,,,,privacy situation involving privacy,,,,,,,,US; Brazil,SAC061; SAC062,"Contrastive scenario pattern: privacy situation involving privacy. Use this chunk when the same behavior may be judged differently across cultures. US / Privacy: People are generally allowed to keep personal plans private. Acceptable if: the behavior respects or accommodates US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested. Not acceptable if: the action exposes or accesses personal information without consent; the behavior conflicts with US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; private information is exposed publicly; the target has not consented. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether consent was given. Brazil / Relational Closeness: Close friends may expect sharing, but privacy remains acceptable depending on relationship. Acceptable if: the behavior respects or accommodates Brazil expectations around relational warmth, trust, expressiveness, flexible time, and closeness; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested. Not acceptable if: the behavior conflicts with Brazil expectations around relational warmth, trust, expressiveness, flexible time, and closeness; private information is exposed publicly; the target has not consented; the setting is professional or with strangers. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether closeness has been established."
CONTRAST_032,contrastive_scenario_pattern,,,,,privacy situation involving autonomy,,,,,,,,US; China,SAC063; SAC064,"Contrastive scenario pattern: privacy situation involving autonomy. Use this chunk when the same behavior may be judged differently across cultures. US / Autonomy: Adults commonly make travel decisions independently unless others are affected. Acceptable if: the actor sets a boundary without insulting or abandoning the other person; the behavior respects or accommodates US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; the person has clearly consented; the topic is raised privately. Not acceptable if: the behavior conflicts with US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; private information is exposed publicly; the target has not consented; the setting is professional or with strangers. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether consent was given. China / Family Awareness: Family may expect to know travel plans for safety and connection, but expectations vary. Acceptable if: the behavior respects or accommodates China expectations around family involvement, role obligations, hierarchy, reciprocity, and preserving face; the actor is an adult making a personal decision; boundaries are communicated respectfully; family expectations are acknowledged. Not acceptable if: the behavior conflicts with China expectations around family involvement, role obligations, hierarchy, reciprocity, and preserving face; the action publicly disrespects elders or close family; the decision imposes serious costs on family without explanation. Context-dependent if: age/dependence is unknown; family closeness is unknown; the importance of the decision is unclear; age and role of each person."
CONTRAST_033,contrastive_scenario_pattern,,,,,checking a partner's phone without clear consent,,,,,,,,US; Mexico,SAC065; SAC066,"Contrastive scenario pattern: checking a partner's phone without clear consent. Use this chunk when the same behavior may be judged differently across cultures. US / Digital Privacy: Maintaining personal digital privacy is widely considered reasonable. Acceptable if: the behavior respects or accommodates US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested. Not acceptable if: the action exposes or accesses personal information without consent; the behavior conflicts with US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; private information is exposed publicly; the target has not consented. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether consent was given. Mexico / Relationship Closeness: Some partners may view sharing as trust, but privacy boundaries are still legitimate. Acceptable if: the behavior respects or accommodates Mexico expectations around relationship closeness, family/social warmth, and respect for personal trust; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested. Not acceptable if: the behavior conflicts with Mexico expectations around relationship closeness, family/social warmth, and respect for personal trust; private information is exposed publicly; the target has not consented; the setting is professional or with strangers. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether closeness justifies asking."
CONTRAST_034,contrastive_scenario_pattern,,,,,privacy situation involving privacy or consent,,,,,,,,US; South Korea,SAC067; SAC068,"Contrastive scenario pattern: privacy situation involving privacy or consent. Use this chunk when the same behavior may be judged differently across cultures. US / Consent: Posting someone’s image usually requires respect for consent and privacy. Acceptable if: the behavior respects or accommodates US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested. Not acceptable if: the action exposes or accesses personal information without consent; the behavior conflicts with US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; private information is exposed publicly; the target has not consented. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether consent was given. South Korea / Image Conscious: Managing one’s public image is socially important, so photo consent is meaningful. Acceptable if: the behavior respects or accommodates South Korea expectations around image management, privacy, politeness, and sensitivity to social evaluation; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested. Not acceptable if: the behavior conflicts with South Korea expectations around image management, privacy, politeness, and sensitivity to social evaluation; private information is exposed publicly; the target has not consented; the setting is professional or with strangers. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether consent was given."
CONTRAST_035,contrastive_scenario_pattern,,,,,morality fairness situation involving commitment,,,,,,,,US; Japan,SAC069; SAC070,"Contrastive scenario pattern: morality fairness situation involving commitment. Use this chunk when the same behavior may be judged differently across cultures. US / Commitment: Not following through on commitments is generally unfair to teammates. Acceptable if: the behavior respects or accommodates US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; there is a serious reason; the actor gives notice and tries to repair the impact; the commitment was tentative. Not acceptable if: the behavior conflicts with US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; the actor breaks a clear promise casually; others relied on the commitment; the actor repeats the behavior. Context-dependent if: the reason is unknown; the strength of the commitment is unclear; the impact on others is unknown; whether consent was given. Japan / Group Responsibility: Group obligation and reliability are strongly valued. Acceptable if: the behavior respects or accommodates Japan expectations around hierarchy, role formality, group harmony, indirectness, and reliability; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested. Not acceptable if: the behavior conflicts with Japan expectations around hierarchy, role formality, group harmony, indirectness, and reliability; private information is exposed publicly; the target has not consented; the setting is professional or with strangers. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether informality was explicitly invited."
CONTRAST_036,contrastive_scenario_pattern,,,,,morality fairness situation involving contract,,,,,,,,US; Germany,SAC071; SAC072,"Contrastive scenario pattern: morality fairness situation involving contract. Use this chunk when the same behavior may be judged differently across cultures. US / Contract: Keeping agreements is valued, but refunds may depend on fairness, product condition, and prior terms. Acceptable if: the behavior respects or accommodates US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested. Not acceptable if: the behavior conflicts with US expectations around individual autonomy, privacy, direct but respectful communication, and personal boundaries; private information is exposed publicly; the target has not consented; the setting is professional or with strangers. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether consent was given. Germany / Rule And Contract: Clear agreements are generally expected to be honored. Acceptable if: the behavior respects or accommodates Germany expectations around directness, punctuality, rule consistency, privacy, and clear agreements; the person has clearly consented; the topic is raised privately; the relationship is close enough for the information requested. Not acceptable if: the behavior conflicts with Germany expectations around directness, punctuality, rule consistency, privacy, and clear agreements; private information is exposed publicly; the target has not consented; the setting is professional or with strangers. Context-dependent if: relationship closeness is unclear; the audience is unclear; prior consent or comfort is unknown; whether there is an explicit rule."
